Lat,Lng
32.874028,-117.198448
32.867259999999995,-117.19234099999998
32.87762,-117.20009
32.87762,-117.20009
32.87762,-117.20009
32.876477,-117.199713
32.880543,-117.200966
32.881653,-117.201619
32.881803999999995,-117.201353
32.881874,-117.201375
32.892161,-117.208689
32.892161,-117.208689
32.891358000000004,-117.207213
32.891626,-117.207685
32.891626,-117.207685
32.553604,-117.041663
32.558345,-117.042588
32.572631,-117.039744
32.572773,-117.039709
32.578123,-117.038471
32.584087,-117.037094
32.596509999999995,-117.036458
32.603075,-117.036435
32.585213,-117.036845
32.585213,-117.036845
32.585213,-117.036845
32.618779,-117.039649
32.618779,-117.039649
32.618779,-117.039649
32.618793,-117.039655
32.630621999999995,-117.044658
32.630662,-117.044679
32.636725,-117.049889
32.636743,-117.049916
32.639599,-117.054604
32.639599,-117.054604
32.639619,-117.054629
32.647291,-117.06051200000002
32.647524,-117.060767
32.647524,-117.060767
32.647524,-117.060767
32.651416999999995,-117.068186
32.653505,-117.070333
32.654401,-117.071164
32.654401,-117.071164
32.659268,-117.075553
32.659734,-117.075966
32.659909000000006,-117.076121
32.660084000000005,-117.076276
32.660084000000005,-117.076276
32.660084000000005,-117.076276
32.662772,-117.078579
32.662772,-117.078579
32.662772,-117.078579
32.67285,-117.0827
32.672863,-117.082706
32.678037,-117.085196
32.678037,-117.085196
32.678024,-117.085189
32.678064,-117.085209
32.686682,-117.09211
32.686682,-117.09211
32.686704,-117.092133
32.686725,-117.092156
32.691937,-117.094971
32.691153,-117.094905
32.705149,-117.095613
32.725755,-117.103501
32.729729,-117.107696
32.734623,-117.113506
32.740965,-117.116526
32.748401,-117.12251100000002
32.755311,-117.125108
32.760708,-117.126904
32.780869,-117.138874
32.782844,-117.141449
32.787244,-117.147448
32.782844,-117.141449
32.786575,-117.146795
32.793785,-117.149874
32.798331,-117.149654
32.798331,-117.149654
32.803539,-117.150852
32.803539,-117.150852
32.808716,-117.15295
32.644693,-117.058357
32.811568,-117.155583
32.811535,-117.15555
32.817541,-117.16012
32.819236,-117.161117
32.821375,-117.162372
32.821375,-117.162372
32.822410999999995,-117.162995
32.822410999999995,-117.162995
32.817425,-117.16005
32.832322999999995,-117.169013
32.837296,-117.17203899999998
32.837296,-117.17203899999998
32.831346999999994,-117.168404
32.831346999999994,-117.168404
32.856177,-117.18355
32.860423,-117.186276
32.856177,-117.18355
32.857517,-117.184366
32.864267,-117.189842
32.864267,-117.189842
32.867111,-117.192527
32.872888,-117.197982
32.872888,-117.197982
32.879225,-117.200886
32.875214,-117.199475
32.872875,-117.197973
32.879225,-117.200886
32.881653,-117.201619
32.881936,-117.201704
32.889140000000005,-117.204961
32.889140000000005,-117.204961
32.889118,-117.20493799999998
32.891018,-117.207135
32.891018,-117.207135
32.891018,-117.207135
32.889118,-117.20493799999998
32.891018,-117.207135
32.567851,-117.033195
32.568008,-117.035201
32.568008,-117.035166
32.568392,-117.02431
32.568392,-117.02431
32.568134,-117.006514
32.566314,-117.004599
32.564763,-116.988199
32.56415,-116.982231
32.56412,-116.978
32.56412,-116.978
32.56412,-116.978
32.56407,-116.969401
32.563871,-116.951055
32.557624,-116.942136
32.554821999999994,-116.939675
32.568319,-117.035373
32.568319,-117.035356
32.568319,-117.035356
32.568732000000004,-117.024274
32.566603,-117.004472
32.565082000000004,-116.988059
32.564408,-116.977872
32.564373,-116.969279
32.564358,-116.964767
32.564112,-116.950744
32.558222,-116.94261000000002
32.558222,-116.94261000000002
32.558222,-116.94261000000002
